Binomial	Presence	Origin	Seasonal	Compiler	Year	Citation	Dec_Lat	Dec_Long	SpatialRef	BasisOfRec	Event_Year	Source	Dist_comm	Island	Subspecies	Subpop	Tax_comm	Data_Sens	Sens_Comm	ID_No	collectID	recordNo	recordedBy	day	month	countryCode	locality	minElev	maxElev	verbaElev	verbatLat	verbatLong	verbatCoord	verbatSRS	coordUncert	georefVeri	georefVeri	identCert	typeStatus	subgenus	obsYrQual	obsCompNot	adminError	adminFixed	adminSrcFix	adminChang	id
Cyrtocarpa caatingae	1	1	1	CNCFlora/JBRJ	2019	BP-RLA/CNCFlora/JBRJ	'-13.803333333333'	'-46.53'	WGS84	PreservedSpecimen	2001	Fonseca, ML;Oliveira, FCA,Mendonça, RC,et al.,Cardoso, E 2940	Goiás Guarani de Goiás Fazenda Forquilha. (Mata 3). (linha 2, parcela 7, árvore 146). Solo argiloso com afloramento de calcário. relevo ondulado.					N	N		IBGE00053452	2940	Fonseca, ML;Oliveira, FCA,Mendonça, RC,et al.,Cardoso, E	18	10	BRA	Goiás Guarani de Goiás Fazenda Forquilha. (Mata 3). (linha 2, parcela 7, árvore 146). Solo argiloso com afloramento de calcário. relevo ondulado.														1	GC					urn:occurrence:d97fc8db-80f4-47d1-bfc5-bc3704db36d8
Cyrtocarpa caatingae	1	1	1	CNCFlora/JBRJ	2019	BP-RLA/CNCFlora/JBRJ	'-14.90365375'	'-43.76182456'	WGS84	PreservedSpecimen	0	Rosiele. G ;	Minas Gerais Matias Cardoso					N	N		MCMG5722		Rosiele. G ;			BRA	Minas Gerais Matias Cardoso														1	GC					urn:occurrence:db1e823c-54cb-43de-abc5-7b8ba824752d
Cyrtocarpa caatingae	1	1	1	CNCFlora/JBRJ	2019	BP-RLA/CNCFlora/JBRJ	'-18.644444'	'-44.0825'	WGS84	PreservedSpecimen	2012	Oliveira, ACC; Machado, ELM s.n.	Minas Gerais Presidente Juscelino Presidente Juscelino, Minas Gerais, Zona rural					N	N		HDJF843	s.n.	Oliveira, ACC; Machado, ELM		9	BRA	Minas Gerais Presidente Juscelino Presidente Juscelino, Minas Gerais, Zona rural														1	GC					urn:occurrence:e82206f3-b544-4772-bde8-d1d8f949b76c
Cyrtocarpa caatingae	1	1	1	CNCFlora/JBRJ	2019	BP-RLA/CNCFlora/JBRJ	'-15.70896181'	'-42.55136372'	WGS84	PreservedSpecimen	1988	Equipe Engevix s.n.	Minas Gerais Rio Pardo de Minas Catanduva.					N	N		BHCB14904	s.n.	Equipe Engevix	3	12	BRA	Minas Gerais Rio Pardo de Minas Catanduva.														1	GC					urn:occurrence:0c5be458-7b28-4c53-9fba-b0ea30429d64
Cyrtocarpa caatingae	1	1	1	CNCFlora/JBRJ	2019	BP-RLA/CNCFlora/JBRJ	'-14.884167'	'-43.7575'	WGS84	PreservedSpecimen	2016	Melo, P.H.A. 5314	Minas Gerais Matias Cardoso Horizonte do Gama, Lajedão. Lajedos e pequenos morros com afloramentos de calcário com campos de lapiás e grandes fendas com acúmulo de água na época da chuvosa.					N	N		HUEFS243205	5314	Melo, P.H.A.	19	8	BRA	Minas Gerais Matias Cardoso Horizonte do Gama, Lajedão. Lajedos e pequenos morros com afloramentos de calcário com campos de lapiás e grandes fendas com acúmulo de água na época da chuvosa.														1	GC					urn:occurrence:957d143b-d9e0-4f36-a495-6c80c75c0092
Cyrtocarpa caatingae	1	1	1	CNCFlora/JBRJ	2019	BP-RLA/CNCFlora/JBRJ	'-15.237554543937'	'-42.820917215344'	WGS84	PreservedSpecimen	1997	Hatschbach, G.; Ribas, O.S.; Deodato, F.; Ribas, O.S.; Deodato, F. 65725	Minas Gerais Monte Azul Serra do Espinhaço, subida via Montevidiu					N	N		MBM209561	65725	Hatschbach, G.; Ribas, O.S.; Deodato, F.; Ribas, O.S.; Deodato, F.	14	1	BRA	Minas Gerais Monte Azul Serra do Espinhaço, subida via Montevidiu														1	GC					urn:occurrence:3d092396-dbcc-4131-b642-663c0cf1e7c7
Cyrtocarpa caatingae	1	1	1	CNCFlora/JBRJ	2019	BP-RLA/CNCFlora/JBRJ	'-9.620693'	'-36.490703'	WGS84	PreservedSpecimen	2010	Chagas-Mota; 7615	Alagoas Taquarana Serra da Itapaiuna.					N	N		MAC0046111	7615	Chagas-Mota;	6	2	BRA	Alagoas Taquarana Serra da Itapaiuna.														1	GC					urn:occurrence:0138a5cb-e840-4ff4-8068-0be2ba0da141
Cyrtocarpa caatingae	1	1	1	CNCFlora/JBRJ	2019	BP-RLA/CNCFlora/JBRJ	'-14.0356292'	'-41.7518299'	WGS84	PreservedSpecimen	2009	Correia, C. 498	Bahia Brumado Distrito de Itaguaraí. Faz. Canal.					N	N		HUEFS161212	498	Correia, C.	14	9	BRA	Bahia Brumado Distrito de Itaguaraí. Faz. Canal.														1	GC					urn:occurrence:dcbbafb4-6d2c-4aff-801a-a34232da6157
Cyrtocarpa caatingae	1	1	1	CNCFlora/JBRJ	2019	BP-RLA/CNCFlora/JBRJ	'-12.906389'	'-46.548056'	WGS84	PreservedSpecimen	2008	Haidar, R.F. 1038	Tocantins Novo Alegre Sub-bacia do rio Palma					N	N		HUTO2386	1038	Haidar, R.F.	2	11	BRA	Tocantins Novo Alegre Sub-bacia do rio Palma														1	GC					urn:occurrence:a3082324-6c15-41d2-962a-1939190df09e
Cyrtocarpa caatingae	1	1	1	CNCFlora/JBRJ	2019	BP-RLA/CNCFlora/JBRJ	'-13.462222'	'-43.1375'	WGS84	PreservedSpecimen	2000	Queiroz, L.P.de 5932	Bahia Riacho de Santana ca. 35,9 km E de Bom Jesus da Lapa na estrada para Caetité.					N	N		HUEFS43679	5932	Queiroz, L.P.de	12	2	BRA	Bahia Riacho de Santana ca. 35,9 km E de Bom Jesus da Lapa na estrada para Caetité.														1	GC					urn:occurrence:c54f8371-d28e-4c16-9647-83e0e3e09f3f
Cyrtocarpa caatingae	1	1	1	CNCFlora/JBRJ	2019	BP-RLA/CNCFlora/JBRJ	'-10.267251504807'	'-40.198917415344'	WGS84	PreservedSpecimen	1972	Ramalho, F.B. 83	Bahia Jaguarari Fazenda Fonte Velha					N	N		IPA75908	83	Ramalho, F.B.	27	3	BRA	Bahia Jaguarari Fazenda Fonte Velha														1	GC					urn:occurrence:681a5355-9051-47a4-9605-55fa7c4803df
Cyrtocarpa caatingae	1	1	1	CNCFlora/JBRJ	2019	BP-RLA/CNCFlora/JBRJ	'-13.803333333333'	'-46.53'	WGS84	PreservedSpecimen	2001	Fonseca, ML;Oliveira, FCA,Mendonça, RC,Cardoso, E 2950	Goiás Guarani de Goiás Fazenda Forquilha, propriedade do Sr. Virgilato Francisco Neto. (Mata 3). Solo argiloso com afloramento de calcáreo. Relevo ondulado.					N	N		IBGE00053385	2950	Fonseca, ML;Oliveira, FCA,Mendonça, RC,Cardoso, E	18	10	BRA	Goiás Guarani de Goiás Fazenda Forquilha, propriedade do Sr. Virgilato Francisco Neto. (Mata 3). Solo argiloso com afloramento de calcáreo. Relevo ondulado.														1	GC					urn:occurrence:3dbce2a5-4e3e-44a0-a131-cda647472a84
Cyrtocarpa caatingae	1	1	1	CNCFlora/JBRJ	2019	BP-RLA/CNCFlora/JBRJ	'-14.188888888889'	'-48.344444444444'	WGS84	PreservedSpecimen	1996	Azevedo, MLM;Fonseca, ML,Oliveira, FCA,Magalhães, AT 1000	Goiás Niquelândia Cerca 40 km de Niquelândia / Codemin. Estrada para Rosariana. Solo laterítico. Relevo ondulado.					N	N		IBGE00039201	1000	Azevedo, MLM;Fonseca, ML,Oliveira, FCA,Magalhães, AT	28	6	BRA	Goiás Niquelândia Cerca 40 km de Niquelândia / Codemin. Estrada para Rosariana. Solo laterítico. Relevo ondulado.														1	GC					urn:occurrence:ab6968aa-c909-4f4d-96fd-bd0ef47d22ea
Cyrtocarpa caatingae	1	1	1	CNCFlora/JBRJ	2019	BP-RLA/CNCFlora/JBRJ	'-13.80065434'	'-47.01073395'	WGS84	PreservedSpecimen	1999	Machado, JWB; Santos, AA; Andahur, JP 303						N	N		SPF144610	303	Machado, JWB; Santos, AA; Andahur, JP	2	2	BRA															1	GC					urn:occurrence:c81787cd-6227-4e1a-b3e0-00206c2835de
Cyrtocarpa caatingae	1	1	1	CNCFlora/JBRJ	2019	BP-RLA/CNCFlora/JBRJ	'-15.498055555556'	'-44.457777777778'	WGS84	PreservedSpecimen	2015	D.R.Gonzaga;C.N.Fraga,R.C.C.Reis,T.E.C.Meneguzzo 469	Minas Gerais Januária Januária. Afloramento de Calcário.					N	N		RB00932228	469	D.R.Gonzaga;C.N.Fraga,R.C.C.Reis,T.E.C.Meneguzzo	9	2	BRA	Minas Gerais Januária Januária. Afloramento de Calcário.														1	GC					urn:occurrence:4f49f317-851e-4686-b35c-dd8df4d0cef3
Cyrtocarpa caatingae	1	1	1	CNCFlora/JBRJ	2019	BP-RLA/CNCFlora/JBRJ	'-14.85596557'	'-43.80606387'	WGS84	PreservedSpecimen	0	Melo, PHA; Góis, L; Castro, RM; Gato, R 2634	Minas Gerais Matias Cardoso APA Lajedão, comunidade do Lajedão (Horizonte do Gama), Morro Grande					N	N		ESAL13691	2634	Melo, PHA; Góis, L; Castro, RM; Gato, R			BRA	Minas Gerais Matias Cardoso APA Lajedão, comunidade do Lajedão (Horizonte do Gama), Morro Grande														1	GC					urn:occurrence:d7d683dc-1ebf-4d74-bbb0-4e3b25a858e3
Tabernaemontana muricata	1	1	1	CNCFlora/JBRJ	2019	BP-RLA/CNCFlora/JBRJ	'-3.006796'	'-59.940093'	WGS84	PreservedSpecimen	2017	Dávila, NC 6739	Amazonas Manaus Museu da Amazônia - MUSA, Trilha branca					N	N		INPA281700	6739	Dávila, NC	26	6	BRA	Amazonas Manaus Museu da Amazônia - MUSA, Trilha branca														1	GC					urn:occurrence:b28b1110-0a3d-4d03-89a2-1f90ab0bcbb1
Tabernaemontana muricata	1	1	1	CNCFlora/JBRJ	2019	BP-RLA/CNCFlora/JBRJ	'-2.8'	'-59.9'	WGS84	PreservedSpecimen	2008	Simões, AO 13/2008	Amazonas Manaus Reserva Florestal Adolfo Ducke, Reserva Ducke					N	N		INPA228014	13/2008	Simões, AO	25	9	BRA	Amazonas Manaus Reserva Florestal Adolfo Ducke, Reserva Ducke														1	GC					urn:occurrence:aed8636b-059a-4dd6-8848-1c6161ccdbfb
Tabernaemontana muricata	1	1	1	CNCFlora/JBRJ	2019	BP-RLA/CNCFlora/JBRJ	'-2.536873616'	'-60.39203249'	WGS84	PreservedSpecimen	1955	Francisco Mello Mello 4014	Amazonas Manaus Firme, arenoso, capoeira alta					N	N		MOBOT2818858	Mello 4014	Francisco Mello	31	7	BRA	Amazonas Manaus Firme, arenoso, capoeira alta														1	GC					urn:occurrence:93d8e96d-a0b6-484b-bcc5-0c242dbc6e89
Tabernaemontana muricata	1	1	1	CNCFlora/JBRJ	2019	BP-RLA/CNCFlora/JBRJ	'-2.768745'	'-59.922443'	WGS84	PreservedSpecimen	1974	Prance, GT 22609	Amazonas Manaus AM 010, km 29. CEPLAC Reserva, CEPLAC. Forest on terra firme.					N	N		INPA46607	22609	Prance, GT	2	9	BRA	Amazonas Manaus AM 010, km 29. CEPLAC Reserva, CEPLAC. Forest on terra firme.														1	GC					urn:occurrence:00d06d1b-4ed8-4a44-86a7-246eb015a276
Tabernaemontana muricata	1	1	1	CNCFlora/JBRJ	2019	BP-RLA/CNCFlora/JBRJ	'-6.459437567'	'-61.44661164'	WGS84	PreservedSpecimen	0	B. A. Krukoff 6067						N	N		USw7461	6067	B. A. Krukoff			BRA															1	GC					urn:occurrence:bf2f9b04-c624-4ca3-b55e-b48788a87ed8
Tabernaemontana muricata	1	1	1	CNCFlora/JBRJ	2019	BP-RLA/CNCFlora/JBRJ	'-2.958918'	'-59.927558'	WGS84	PreservedSpecimen	1996	Sothers, CA 892	Amazonas Manaus Reserva Florestal Adolfo Ducke					N	N		INPA189614	892	Sothers, CA	9	8	BRA	Amazonas Manaus Reserva Florestal Adolfo Ducke														1	GC					urn:occurrence:c088256e-8112-4b96-9918-37298a588fc3
Tabernaemontana muricata	1	1	1	CNCFlora/JBRJ	2019	BP-RLA/CNCFlora/JBRJ	'-4.555322907'	'-69.91372093'	WGS84	PreservedSpecimen	1962	Duarte, AP 6875	Amazonas Benjamin Constant Alto Solimões, Benjamin Constant, Alto Solimões, margem de igarapé.					N	N		INPA102616	6875	Duarte, AP	7	8	BRA	Amazonas Benjamin Constant Alto Solimões, Benjamin Constant, Alto Solimões, margem de igarapé.														1	GC					urn:occurrence:35ac6aff-4d53-4a3b-80a2-594d495490f2
Tabernaemontana muricata	1	1	1	CNCFlora/JBRJ	2019	BP-RLA/CNCFlora/JBRJ	'-3.1963'	'-60.040047'	WGS84	PreservedSpecimen	1961	Rodrigues, WA 2484	Amazonas Iranduba Lago do Janauarí., Lago do Janauarí, margem direita do Rio Negro. Igapó.					N	N		INPA8990	2484	Rodrigues, WA	5	5	BRA	Amazonas Iranduba Lago do Janauarí., Lago do Janauarí, margem direita do Rio Negro. Igapó.														1	GC					urn:occurrence:ccd87ec1-f596-4048-b066-a48ea8fdacfa
Tabernaemontana muricata	1	1	1	CNCFlora/JBRJ	2019	BP-RLA/CNCFlora/JBRJ	'-3.096111'	'-59.985833'	WGS84	PreservedSpecimen	1976	Silva, MF da 1960	Amazonas Manaus Campus do INPA, Estrada do Aleixo Km 3					N	N		INPA55718	1960	Silva, MF da		2	BRA	Amazonas Manaus Campus do INPA, Estrada do Aleixo Km 3														1	GC					urn:occurrence:319fb0f6-1a10-41db-b394-baf2be34fadf
Tabernaemontana muricata	1	1	1	CNCFlora/JBRJ	2019	BP-RLA/CNCFlora/JBRJ	'-3.085061'	'-59.93016'	WGS84	PreservedSpecimen	1973	Prance, GT 18768	Amazonas Manaus Estrada do Aleixo, ground of Compania das Plantações					N	N		NYBG1252474	18768	Prance, GT	30	8	BRA	Amazonas Manaus Estrada do Aleixo, ground of Compania das Plantações														1	GC					urn:occurrence:441045fc-abdb-4c0a-9fef-f222d5bddf4f
Tabernaemontana muricata	1	1	1	CNCFlora/JBRJ	2019	BP-RLA/CNCFlora/JBRJ	'-2.536874'	'-60.392032'	WGS84	PreservedSpecimen	1961	Rodrigues, WA 2361a	Amazonas Manaus Km 50 da estrada Manaus-Itacoatiara., Km 50 da estrada Manaus-Itacoatiara. Terra firme, solo argiloso.					N	N		INPA9709	2361a	Rodrigues, WA	23	8	BRA	Amazonas Manaus Km 50 da estrada Manaus-Itacoatiara., Km 50 da estrada Manaus-Itacoatiara. Terra firme, solo argiloso.														1	GC					urn:occurrence:2896ebbe-4a5d-4b42-9b5a-87fae5f8625c
Tabernaemontana muricata	1	1	1	CNCFlora/JBRJ	2019	BP-RLA/CNCFlora/JBRJ	'-4.855308'	'-64.439781'	WGS84	PreservedSpecimen	1955	Coêlho, LF INPA1204	Amazonas Coari Igarapé do Passarinho, Margem do igarapé do Passarinho.					N	N		INPA1204	INPA1204	Coêlho, LF	17	6	BRA	Amazonas Coari Igarapé do Passarinho, Margem do igarapé do Passarinho.														1	GC					urn:occurrence:0387c1b0-dd8c-4a83-8ac1-5f58a1636288
Tabernaemontana muricata	1	1	1	CNCFlora/JBRJ	2019	BP-RLA/CNCFlora/JBRJ	'-2.957645'	'-59.924508'	WGS84	PreservedSpecimen	1994	Flores Arévalo, M 525	Amazonas Manaus Reserva Florestal Adolfo Ducke, Margem da estrada AM-010, Manaus-Itacoatiara					N	N		INPA183165	525	Flores Arévalo, M	7	8	BRA	Amazonas Manaus Reserva Florestal Adolfo Ducke, Margem da estrada AM-010, Manaus-Itacoatiara														1	GC					urn:occurrence:02ea8cb9-5655-430c-b3df-5a9acb9c362a
Tabernaemontana muricata	1	1	1	CNCFlora/JBRJ	2019	BP-RLA/CNCFlora/JBRJ	'-2.536873616'	'-60.39203249'	WGS84	PreservedSpecimen	1942	Ducke, A 984	Amazonas Manaus Cachoeira Grande, capoeira, terra firme.					N	N		IAN10530	984	Ducke, A	9	8	BRA	Amazonas Manaus Cachoeira Grande, capoeira, terra firme.														1	GC					urn:occurrence:3d65708a-dde4-4e64-957d-ac10c9038ebd
Tabernaemontana muricata	1	1	1	CNCFlora/JBRJ	2019	BP-RLA/CNCFlora/JBRJ	'-3.134434'	'-60.029894'	WGS84	PreservedSpecimen	1851	R. Spruce 1470	Amazonas Manaus Prope Barra [Manaus], Prov. Rio Negro					N	N		NY8335	1470	R. Spruce	1	8	BRA	Amazonas Manaus Prope Barra [Manaus], Prov. Rio Negro														1	GC					urn:occurrence:f3f7d3d0-172e-4107-bf4c-cfe887c034ea
Tabernaemontana muricata	1	1	1	CNCFlora/JBRJ	2019	BP-RLA/CNCFlora/JBRJ	'-2.8275'	'-60.508888888889'	WGS84	PreservedSpecimen	1971	Prance, GT 14912	Amazonas Manaus Rio Cuieras just below mouth of Rio Brancinho					N	N		NY01252476	14912	Prance, GT	26	9	BRA	Amazonas Manaus Rio Cuieras just below mouth of Rio Brancinho														1	GC					urn:occurrence:8721c702-07bc-4906-9bcd-7af74dbf95a5
Tabernaemontana muricata	1	1	1	CNCFlora/JBRJ	2019	BP-RLA/CNCFlora/JBRJ	'-2.536873616'	'-60.39203249'	WGS84	PreservedSpecimen	1961	Rodrigues, WA 2354	Amazonas Manaus Igarape do Matrichã., Igarapé do Matrichão. Terra firme, solo arenoso.					N	N		INPA8767	2354	Rodrigues, WA	12	4	BRA	Amazonas Manaus Igarape do Matrichã., Igarapé do Matrichão. Terra firme, solo arenoso.														1	GC					urn:occurrence:943fbe35-abb6-4351-a92b-b874fdd1c248
Tabernaemontana muricata	1	1	1	CNCFlora/JBRJ	2019	BP-RLA/CNCFlora/JBRJ	'-2.536873616'	'-60.39203249'	WGS84	PreservedSpecimen	1956	Melo, F.; 4014	Amazonas Manaus Manaus					N	N		MG024919	4014	Melo, F.;	21	7	BRA	Amazonas Manaus Manaus														1	GC					urn:occurrence:85341959-ce7d-46f5-aa1d-18b4b7200c5d
Tabernaemontana muricata	1	1	1	CNCFlora/JBRJ	2019	BP-RLA/CNCFlora/JBRJ	'-3.011004'	'-60.196626'	WGS84	PreservedSpecimen	1943	A. Ducke 1290	Amazonas Manaus Rio Turumá - mirim, MAta de Terra firme, perto da campina cerrada.					N	N		RB00047350	1290	A. Ducke	17	7	BRA	Amazonas Manaus Rio Turumá - mirim, MAta de Terra firme, perto da campina cerrada.														1	GC					urn:occurrence:f354308d-75b8-49a5-b494-0d6785ea9524
Tabernaemontana muricata	1	1	1	CNCFlora/JBRJ	2019	BP-RLA/CNCFlora/JBRJ	'-2.413083'	'-59.739583'	WGS84	PreservedSpecimen	1991	Freitas MA de; et al.	Amazonas Rio Preto da Eva Amazonas: Distrito Agropecuario, Reserve 1501 (Km 41).					N	N		WAG.1673102		Freitas MA de; et al.	10	7	BRA	Amazonas Rio Preto da Eva Amazonas: Distrito Agropecuario, Reserve 1501 (Km 41).														1	GC					urn:occurrence:b7a50a3b-dd7b-43c8-a83b-c180d93b67bf
Tabernaemontana muricata	1	1	1	CNCFlora/JBRJ	2019	BP-RLA/CNCFlora/JBRJ	'-2.923011'	'-58.988092'	WGS84	PreservedSpecimen	1982	Coêlho, DF INPA113118	Amazonas Itacoatiara AM 010, km 193, Sítio Negro Velho, Estrada Manaus-Itacoatiara, Km 193, Sítio Negro Velho.					N	N		INPA113118	INPA113118	Coêlho, DF	24	10	BRA	Amazonas Itacoatiara AM 010, km 193, Sítio Negro Velho, Estrada Manaus-Itacoatiara, Km 193, Sítio Negro Velho.														1	GC					urn:occurrence:122d1b82-1632-4739-9d29-e0a73fbd74d4
Tabernaemontana muricata	1	1	1	CNCFlora/JBRJ	2019	BP-RLA/CNCFlora/JBRJ	'-2.960467'	'-59.931533'	WGS84	PreservedSpecimen	1995	Oliveira A.A. de ; Assunção P.A.C.L. 2809	Amazonas Manaus Reserva Ducke. Amazonas. Reserva Florstal Ducke, Manaus-Itacoatiara, Km 26. Floresta de Plato.					N	N		WAG.1673098	2809	Oliveira A.A. de ; Assunção P.A.C.L.	1	8	BRA	Amazonas Manaus Reserva Ducke. Amazonas. Reserva Florstal Ducke, Manaus-Itacoatiara, Km 26. Floresta de Plato.														1	GC					urn:occurrence:5279cfd3-e50d-4b26-b220-2035064ec1b8
Tabernaemontana muricata	1	1	1	CNCFlora/JBRJ	2019	BP-RLA/CNCFlora/JBRJ	'-3.033333'	'-58.716667'	WGS84	PreservedSpecimen	2000	Anunciação, EA 821	Amazonas Itacoatiara AM 010, km 227, MIL-Madeireiras, Rodovia AM-010, Manaus-Itacoatiara, km 227, MIL-Madeireira (Madeireira-Itacoatiara Ltda.), compartimento N					N	N		INPA207882	821	Anunciação, EA	7	3	BRA	Amazonas Itacoatiara AM 010, km 227, MIL-Madeireiras, Rodovia AM-010, Manaus-Itacoatiara, km 227, MIL-Madeireira (Madeireira-Itacoatiara Ltda.), compartimento N														1	GC					urn:occurrence:491b16b5-ef92-495f-9455-f5fa751358e6
Tabernaemontana muricata	1	1	1	CNCFlora/JBRJ	2019	BP-RLA/CNCFlora/JBRJ	'-1.694263'	'-56.448999'	WGS84	PreservedSpecimen	1980	Ferreira, CAC 1437	Pará Oriximiná Rio Trombetas, Rio Trombetas, margem direita, estrada da Mineração Santa Patricia, ramal 22.					N	N		INPA94938	1437	Ferreira, CAC	10	7	BRA	Pará Oriximiná Rio Trombetas, Rio Trombetas, margem direita, estrada da Mineração Santa Patricia, ramal 22.														1	GC					urn:occurrence:b457d9c2-0945-4866-a32d-2c3fbc1e9d77
Tabernaemontana muricata	1	1	1	CNCFlora/JBRJ	2019	BP-RLA/CNCFlora/JBRJ	'-2.843056'	'-54.975556'	WGS84	PreservedSpecimen	2004	Mary, C.; s.c. 177	Pará Belterra Floresta Nacional do Tapajós.					N	N		HSTM4214	177	Mary, C.; s.c.	26	9	BRA	Pará Belterra Floresta Nacional do Tapajós.														1	GC					urn:occurrence:9dad9a70-4e3a-4575-aec8-9751ac39dd22
Tabernaemontana muricata	1	1	1	CNCFlora/JBRJ	2019	BP-RLA/CNCFlora/JBRJ	'-3.134334'	'-60.029456'	WGS84	PreservedSpecimen	1851	R. Spruce	Amazonas Manaus Barra [Manaus]					N	N		General1091141		R. Spruce	1	8	BRA	Amazonas Manaus Barra [Manaus]														1	GC					urn:occurrence:789b6762-3386-4e43-8d5a-e247f3bae871
Tabernaemontana muricata	1	1	1	CNCFlora/JBRJ	2019	BP-RLA/CNCFlora/JBRJ	'-2.916667'	'-60.233333'	WGS84	PreservedSpecimen	1985	Gottsberger IS	Amazonas Manaus State of Amazonas. Tarum Acu Rio Negro, 70 km W of Manaus.					N	N		WAG.1673103		Gottsberger IS	29	9	BRA	Amazonas Manaus State of Amazonas. Tarum Acu Rio Negro, 70 km W of Manaus.														1	GC					urn:occurrence:f829c82c-ae79-46d0-8630-fd29a536732c
Tabernaemontana muricata	1	1	1	CNCFlora/JBRJ	2019	BP-RLA/CNCFlora/JBRJ	'-2.536873616'	'-60.39203249'	WGS84	PreservedSpecimen	1966							N	N		R118180		Prance, G.T. 2195; Pena, B.S.; Ramos, J.F. ; Monteiro, O.P.	6	9	BRA															1	GC					urn:occurrence:e9fc5589-6601-4bd1-b5ca-1218336866e5
Tabernaemontana muricata	1	1	1	CNCFlora/JBRJ	2019	BP-RLA/CNCFlora/JBRJ	'-2.87'	'-60.03'	WGS84	PreservedSpecimen	1961	Rodrigues, WA 2769	Amazonas Manaus Cachoeira Alta do Tarumã., Cachoeira Alta do Tarumã. Terra firme, solo argiloso.					N	N		INPA9312	2769	Rodrigues, WA	12	6	BRA	Amazonas Manaus Cachoeira Alta do Tarumã., Cachoeira Alta do Tarumã. Terra firme, solo argiloso.														1	GC					urn:occurrence:896c3fd2-54bc-4247-9d65-8be058f37366
Tabernaemontana muricata	1	1	1	CNCFlora/JBRJ	2019	BP-RLA/CNCFlora/JBRJ	'-2.5636'	'-60.3208'	WGS84	PreservedSpecimen	1973	Prance, GT 17771	Amazonas Manaus Rio Branquinho, 2 kms above junction with Cuieiras, 2 Km below mouth of Rio Brancinho. Forest on terra firme.					N	N		INPA41075	17771	Prance, GT	11	9	BRA	Amazonas Manaus Rio Branquinho, 2 kms above junction with Cuieiras, 2 Km below mouth of Rio Brancinho. Forest on terra firme.														1	GC					urn:occurrence:372e1935-a0d9-4307-b0ad-b89ff9018194
Tabernaemontana muricata	1	1	1	CNCFlora/JBRJ	2019	BP-RLA/CNCFlora/JBRJ	'-2.958523'	'-59.924902'	WGS84	PreservedSpecimen	1966	A. P. Ducke 9833	Amazonas Manaus Reseva Ducke.					N	N		RB00047379	9833	A. P. Ducke	22	7	BRA	Amazonas Manaus Reseva Ducke.														1	GC					urn:occurrence:75a201ff-736b-4291-ad4d-9748daf70cfa
Tabernaemontana muricata	1	1	1	CNCFlora/JBRJ	2019	BP-RLA/CNCFlora/JBRJ	'-3.428105'	'-60.833229'	WGS84	PreservedSpecimen	1967	Silva, M.G. da; 730	Amazonas Manacapuru Rio Solimões					N	N		MG032578	730	Silva, M.G. da;	30	3	BRA	Amazonas Manacapuru Rio Solimões														1	GC					urn:occurrence:e448a6b0-03d1-40d7-82f9-f39d65638c26
Tabernaemontana muricata	1	1	1	CNCFlora/JBRJ	2019	BP-RLA/CNCFlora/JBRJ	'-2.925361'	'-59.97'	WGS84	PreservedSpecimen	2010	Antonelli, A.M. 464	Amazonas Manaus Along road between entrance and station and around.					N	N		INPA255685	464	Antonelli, A.M.	31	8	BRA	Amazonas Manaus Along road between entrance and station and around.														1	GC					urn:occurrence:13137cad-db4a-42e0-84d5-e409e37cb14c
